fbPageId,about,affiliation,alwaysOpen,appId,attire,bestPage,built,canCheckin,category,checkins,communityPage,companyString,contactAddress,culinaryTeam,currentLocation,description,displaySubtext,errorCode,errorMessage,fbId,features,founded,generalInfo,generalManager,geoSpecial,givenUrl,globalBrandRootId,hours,impressum,job,liTab,likes,link,location,members,mission,mpg,name,nameWithBrandOrLocation,overview,parentPageId,parking,paymentOptions,permanentlyClosed,personalInfo,personalInterests,pharmaSafetyInfo,phone,placeType,priceRange,products,publicTransit,restaurantServices,restaurantSpecialties,singleLineAddress,startDate,startType,storeLocationDescriptor,storeNumber,talkingAbout,unclaimed,username,verificationStatus,verified,voipInfo,website,wereHere,realStartDate
106,"Orrick is a leading global law firm focused on counseling companies in the energy and infrastructure, financial services and technology sectors.",NULL,0,NULL,NULL,NULL,NULL,1,Legal/Law,0,0,"Orrick Herrington & Sutcliffe",null,NULL,NULL,"ABBREVOrrick is a leading global law firm with a particular focus on serving companies in the technology, energy and financial sectors. We are recognized worldwide for delivering the highest-quality, commercially-oriented legal advice and for our cultu...",NULL,NULL,NULL,123116581045529,NULL,1863,"Please see Attorney Advertising Policy and Disclaimer at http://http://blogs.orrick.com/aad",NULL,,https://www.facebook.com/Orrick,NULL,null,NULL,0,0,963,https://www.facebook.com/Orrick/,null,NULL,NULL,NULL,Orrick,NULL,"ABBREVOrrick is a leading global law firm with a particular focus on serving companies in the technology, energy and financial sectors. We are recognized worldwide for delivering the highest-quality, commercially-oriented legal advice and for our cultu...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@eca6f1c,Founded,NULL,NULL,20,0,Orrick,not_verified,0,com.restfb.types.Page$VoipInfo@fe9b7f9,http://www.orrick.com,0,"1862-12-31 16:22:13"
107,"LifeBridge Health is the largest and most comprehensive provider of health-related services in northwest Baltimore. ",NULL,0,NULL,NULL,NULL,NULL,1,Health/Medical/Pharmaceuticals,42186,0,"LifeBridge Health",null,NULL,NULL,"ABBREVLifeBridge Health is the largest and most comprehensive provider of health-related services in northwest Baltimore. A model of excellence for the surrounding community, LifeBridge Health operates Sinai Hospital of Baltimore, Northwest Hospital, L...","2401 W Belvedere Ave・Baltimore, Maryland・42,186 people checked in here",NULL,NULL,193538150681786,NULL,1866,NULL,NULL,,https://www.facebook.com/LifeBridgeHealth?fref=ts,NULL,null,NULL,0,0,7913,https://www.facebook.com/LifeBridgeHealth/,"Location[city=Baltimore country=United States latitude=39.35263 locatedIn=null longitude=-76.66197 name=null region=null state=MD street=2401 W Belvedere Ave zip=21215]",NULL,"To maintain and improve health in the communities we serve. ",NULL,"LifeBridge Health",NULL,NULL,NULL,NULL,null,0,NULL,NULL,"ABBREVThe information posted on this Facebook page is not intended to replace the services of a physician. The content is for informational purposes only and should not replace professional medical advice. Please call 410.601.WELL if you need to schedu...","(410) 601-9000",PLACE,NULL,NULL,NULL,null,null,"2401 W Belvedere Ave, Baltimore, Maryland 21215",null,Unspecified,NULL,NULL,116,0,LifeBridgeHealth,not_verified,0,com.restfb.types.Page$VoipInfo@5c0bc88d,http://www.lifebridgehealth.org,42186,NULL
108,"Inspiring designs to help people do great things. The official page for Herman Miller, Inc. ",NULL,0,NULL,NULL,NULL,NULL,1,Company,0,0,"Herman Miller",null,NULL,NULL,NULL,NULL,NULL,NULL,162638622561,NULL,1923,"ABBREVTo locate a dealer (B2B) or retailer (B2C), please visit http://www.hermanmiller.com/where-to-buy

To purchase products from Herman Miller, please visit http://www.hermanmiller.com/store

To find Herman Miller in your country or region, please vi...",NULL,,https://www.facebook.com/HermanMiller?fref=ts,NULL,null,NULL,0,0,72121,https://www.facebook.com/HermanMiller/,null,NULL,NULL,NULL,"Herman Miller",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@1d0269b3,Unspecified,NULL,NULL,678,0,HermanMiller,not_verified,0,com.restfb.types.Page$VoipInfo@54c33170,http://www.hermanmiller.com/why/the-magic-of-a-people.html,0,"1904-12-31 16:22:14"
109,NULL,NULL,0,NULL,NULL,NULL,NULL,1,Company,0,0,"Texas Instruments",null,NULL,NULL,"Visit our websites... http://www.ti.com/ : http://e2e.ti.com/ : http://education.ti.com/ : http://ti.com/university : http://www.dlp.com/ : http://ti.com/store : http://designsomething.org/ :",NULL,NULL,NULL,234443101357,NULL,"Texas Instruments has been innovating and impacting the world for nearly 80 years. Advancements include some of the most significant inventions of the 20th century including the first integrated circuit and the first handheld calculator.",NULL,NULL,,https://www.facebook.com/texasinstruments?fref=ts,NULL,null,NULL,0,0,145381,https://www.facebook.com/texasinstruments/,null,NULL,"ABBREVThanks for stopping by the Texas Instruments (TI) Facebook fan page! Here you will find information about company news, stories and opportunities to get connected with other fans of TI to discuss and share information regarding TI. The views and ...",NULL,"Texas Instruments",NULL,"ABBREVTexas Instruments (TI) semiconductor innovations help more than 100,000 customers unlock the possibilities of the world as it could be – smarter, safer, greener, healthier and more fun.  Our commitment to building a better future is ingrained in ...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,"ABBREVAnalog
http://www.ti.com/analog

Digital Signal Processing (DSP)
http://www.ti.com/dsp

DLP® Technology
http://www.dlp.com

Education Technology
http://education.ti.com
    
Microcontrollers (MCU)
http://www.ti.com/mcu

Wireless
http://www.ti.com...",NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@1050943d,Founded,NULL,NULL,783,0,texasinstruments,not_verified,0,com.restfb.types.Page$VoipInfo@5d85a199,http://www.ti.com,0,"1929-12-31 16:22:14"
110,"Our goal is to help you be healthier, get better and stay informed. Join us! Community guidelines: http://tinyurl.com/vumcpolicy",NULL,1,NULL,NULL,NULL,NULL,1,Health/Medical/Pharmacy,156367,0,"Vanderbilt University",null,NULL,NULL,NULL,"1211 Medical Center Dr・Nashville, Tennessee・156,367 people checked in here",NULL,NULL,99104920858,NULL,1874,"ABBREVThis community is managed by our social media team (meet them here: http://www.vanderbilthealth.com/main/42230). This is a public forum. Use care in posting personal info about yourself or loved ones.  We do not allow and will delete postings tha...",NULL,,https://www.facebook.com/VanderbiltHealth?fref=ts,NULL,null,NULL,0,0,176857,https://www.facebook.com/VanderbiltHealth/,"Location[city=Nashville country=United States latitude=36.14127 locatedIn=null longitude=-86.80197 name=null region=null state=TN street=1211 Medical Center Dr zip=37232]",NULL,"Vanderbilt University Medical Center's mission is to advance health and wellness through preeminent programs in patient care, education, and research.",NULL,"Vanderbilt Health",NULL,"ABBREVVanderbilt University Medical Center (VUMC) located in Nashville, TN, has built a strong reputation as a leader in medical education, research and patient care throughout the Southeast and the nation over the course of its 135-year history. At it...",NULL,NULL,null,0,NULL,NULL,NULL,"(615) 322-5000",PLACE,NULL,"To learn more about Vanderbilt University Medical Center or find a doctor, please visit www.VanderbiltHealth.com",NULL,null,null,"1211 Medical Center Dr, Nashville, Tennessee 37232",null,Unspecified,NULL,NULL,7822,0,VanderbiltHealth,blue_verified,1,com.restfb.types.Page$VoipInfo@45eba6d9,http://www.VanderbiltHealth.com,156367,NULL
111,"Sherwin-Williams is your neighborhood paint store. Whether you’re looking for color inspiration or expert  advice, we’re here to help.",NULL,0,NULL,NULL,NULL,NULL,1,Product/Service,0,0,Sherwin-Williams,null,NULL,NULL,NULL,NULL,NULL,NULL,309180132920,NULL,1866,"ABBREVThe Sherwin-Williams Company For Your Home Facebook Page is intended to be a fun space for you and other Sherwin-Williams fans. You can expect  color, style and décor ideas and inspiration, as well as painting tips and the latest info on our prod...",NULL,,https://www.facebook.com/SherwinWilliamsforYourHome?fref=ts,NULL,null,NULL,0,0,417983,https://www.facebook.com/SherwinWilliamsforYourHome/,null,NULL,NULL,NULL,"Sherwin-Williams for Your Home",NULL,"ABBREVFor 150 years, Sherwin-Williams has been an industry leader in the development of technologically advanced paint and coatings. As the nation’s largest specialty retailer of paint and painting supplies, Sherwin-Williams is dedicated to supporting ...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@bcb467,Unspecified,NULL,NULL,3197,0,SherwinWilliamsforYourHome,blue_verified,1,com.restfb.types.Page$VoipInfo@3890a321,http://www.sherwin-williams.com/homeowners/,0,"1865-12-31 16:22:15"
112,"SRA provides education, professional development and the latest comprehensive information about research management to over 4,800 members.",NULL,0,NULL,NULL,NULL,NULL,1,"Non-Profit Organization",19,0,"SRA International",null,NULL,NULL,NULL,"1560 Wilson Blvd, Ste 310・Arlington, Virginia・19 people checked in here",NULL,NULL,45726451297,NULL,1967,"ABBREVTwitter: http://twitter.com/#!/SocietyRAIntl
LinkedIn: http://www.linkedin.com/company/society-of-research-administrators-international?trk=cp_followed_name_society-of-research-administrators-international
Flickr: https://www.flickr.com/photos/12...",NULL,,https://www.facebook.com/SocResAdminINTL?fref=ts,NULL,null,NULL,0,0,917,https://www.facebook.com/SocResAdminINTL/,"Location[city=Arlington country=United States latitude=38.8940201 locatedIn=null longitude=-77.0764008 name=null region=null state=VA street=1560 Wilson Blvd, Ste 310 zip=22209]",NULL,"To globally foster and strengthen research management, administration and knowledge transfer.
",NULL,"SRA International",NULL,"ABBREVThe Society of Research Administrators International (SRA International) is the premier global research management society providing education, professional development and the latest comprehensive information about research management to more th...",NULL,NULL,null,0,NULL,NULL,NULL,"(703) 741-0140",PLACE,NULL,NULL,NULL,null,null,"1560 Wilson Blvd, Ste 310, Arlington, Virginia 22209",com.restfb.types.Page$PageStartDate@164e5520,Started,NULL,NULL,12,0,SocResAdminINTL,not_verified,0,com.restfb.types.Page$VoipInfo@60954056,www.srainternational.org,19,"2011-02-01 16:22:16"
113,"David Weekley Homes is the largest privately owned home builder in America, operating in 22 markets across the nation. http://www.davidweekleyhomes.com",NULL,0,NULL,NULL,NULL,NULL,1,Product/Service,35,0,"David Weekley Homes",null,NULL,NULL,"ABBREVWe are home builders in the following real estate markets:
•Atlanta - http://www.davidweekleyhomes.com/new-homes/ga/atlanta
•Austin - http://www.davidweekleyhomes.com/new-homes/tx/austin
•Charleston - http://www.davidweekleyhomes.com/new-homes/sc...","1111 North Post Oak Road・Houston, Texas・35 people checked in here",NULL,NULL,8146864018,NULL,NULL,NULL,NULL,,https://www.facebook.com/DavidWeekleyHomes,NULL,null,NULL,0,0,21291,https://www.facebook.com/DavidWeekleyHomes/,"Location[city=Houston country=United States latitude=null locatedIn=null longitude=null name=null region=null state=TX street=1111 North Post Oak Road zip=77055]",NULL,NULL,NULL,"David Weekley Homes",NULL,"ABBREVSince our inception in Houston, Texas, David Weekley Homes has formed its reputation on building quality new homes and providing Homebuyers with innovative floor plan designs, a long list of Choices to personalize their new home, and inspired Ser...",NULL,NULL,null,0,NULL,NULL,NULL,"(713) 963-0500",NULL,NULL,"ABBREVWe’re a different kind of home builder, and proud of it! From Homes designed for how people actually live, to the thousands of Custom Choices™ we offer, to the inspired customer service our homebuyers and homeowners receive – you’ll feel and see ...",NULL,null,null,"1111 North Post Oak Road, Houston, Texas 77055",com.restfb.types.Page$PageStartDate@304b0e83,Started,NULL,NULL,592,0,DavidWeekleyHomes,not_verified,0,com.restfb.types.Page$VoipInfo@6720cae9,www.davidweekleyhomes.com,0,"1975-12-31 16:22:16"
114,"ARI customizes innovative solutions that streamline fleet operations, help lower the cost of fleet ownership and create long-term value for customers. This is the official Facebook page of ARI.",NULL,1,NULL,NULL,NULL,NULL,1,"Local Business",904,0,"ARI, Automotive Resources International",null,NULL,NULL,"ABBREVARI, a part of the Holman Automotive Group, is a global vehicle fleet management leader that drives the best results for each of its clients’ unique and complex needs by employing the industry's best fleet professionals, programs, and technology....","4001 Leadenhall Rd・Mount Laurel, New Jersey・904 people checked in here",NULL,NULL,282991730710,NULL,NULL,"Follow us on Twitter (https://twitter.com/ARIfleet) and join us on LinkedIn (http://www.linkedin.com/company/ari) as well as Facebook!",NULL,,https://www.facebook.com/ARIFleet,NULL,null,NULL,0,0,1072,https://www.facebook.com/ARIFleet/,"Location[city=Mount Laurel country=United States latitude=39.961467816183 locatedIn=null longitude=-74.899062726605 name=null region=null state=NJ street=4001 Leadenhall Rd zip=08054]",NULL,NULL,NULL,ARI,NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,"(856) 778-1500",PLACE,NULL,NULL,NULL,null,null,"4001 Leadenhall Rd, Mount Laurel, New Jersey 08054",com.restfb.types.Page$PageStartDate@37caa409,Founded,NULL,NULL,42,0,ARIFleet,not_verified,0,com.restfb.types.Page$VoipInfo@2d158ee1,www.arifleet.com,0,"1947-12-31 16:22:17"
115,"WellStar Health System is a not-for-profit system recognized as a national leader in comprehensive care.",NULL,0,NULL,NULL,NULL,NULL,1,"Non-Profit Organization",691,0,"WellStar Health System",null,NULL,NULL,"ABBREVStaying ahead of the curve in technology has enabled WellStar to be leaders in both the diagnosis and treatment of an extensive array of health conditions. Serving a population of more than one million residents of NW metropolitan Atlanta, WellSt...","793 Sawyer Rd・Marietta, Georgia・691 people checked in here",NULL,NULL,94455639888,NULL,NULL,NULL,NULL,,https://www.facebook.com/wellstarhealthsystem,NULL,null,NULL,0,0,23014,https://www.facebook.com/wellstarhealthsystem/,"Location[city=Marietta country=United States latitude=33.98427 locatedIn=null longitude=-84.52902 name=null region=null state=GA street=793 Sawyer Rd zip=30062]",NULL,"To create and deliver high quality hospital, physician and other related healthcare services that improve the health and well-being of the individuals and communities we serve.",NULL,"WellStar Health System",NULL,"ABBREVSpecialists and primary care providers work in a multi-disciplinary environment with more than 12,000 diverse team members throughout our five hospitals and physician offices. By working through a patient-centered model of care, WellStar places e...",NULL,NULL,null,0,NULL,NULL,NULL,"(770) 956-7827",PLACE,NULL,NULL,NULL,null,null,"793 Sawyer Rd, Marietta, Georgia 30062",null,Unspecified,NULL,NULL,714,0,wellstarhealthsystem,not_verified,0,com.restfb.types.Page$VoipInfo@5b91b41b,http://www.wellstar.org,691,NULL
116,"www.creditacceptance.com                                  Credit Acceptance, a leader in subprime financing since 1972, provides dealers with the ability to say “Yes” to every customer regardless of their credit score.",NULL,0,NULL,NULL,NULL,NULL,1,"Local Business",972,0,"Credit Acceptance",null,NULL,NULL,"ABBREVCredit Acceptance was founded in 1972 by Don Foss, one of the world's largest independent used car dealers in the 1970's and 1980's. Credit Acceptance is an indirect auto finance company, working with car dealers nationwide to enable them to sell...","25505 W 12 Mile Rd・Southfield, Michigan・972 people checked in here",NULL,NULL,168678439842388,NULL,NULL,"ABBREVHeadquartered in Southfield, Michigan, with additional servicing centers in Southfield and Henderson, Nevada, Credit Acceptance is a rapidly growing and progressive Company that employs team members that demonstrate PRIDE (Positive, Respectful, I...",NULL,,https://www.facebook.com/168678439842388,NULL,null,NULL,0,0,2971,https://www.facebook.com/Credit-Acceptance-Corporation-168678439842388/,"Location[city=Southfield country=United States latitude=42.49964 locatedIn=null longitude=-83.29727 name=null region=null state=MI street=25505 W 12 Mile Rd zip=48034]",NULL,NULL,NULL,"Credit Acceptance Corporation",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,"(800) 729-7633",PLACE,NULL,NULL,NULL,null,null,"25505 W 12 Mile Rd, Southfield, Michigan 48034",null,Unspecified,NULL,NULL,29,0,NULL,not_verified,0,com.restfb.types.Page$VoipInfo@2ee81997,www.creditacceptance.com,0,NULL
117,"Make your mark. Improve lives. Join our official Facebook page",NULL,0,NULL,NULL,NULL,NULL,1,Biotechnology,115,0,"Roche Diagnostics",null,NULL,NULL,"ABBREVRoche was founded on October 1st, 1896. The founder, Fritz Hoffmann-La Roche, was among the first to recognize that the industrial manufacture of standardized medicines would be a major advance in the fight against disease.
From the very beginnin...","Grenzacherstrasse・Basel, Switzerland・115 people checked in here",NULL,NULL,116286801731230,NULL,1896,NULL,NULL,,https://www.facebook.com/RocheCareers?nr,NULL,null,"For Germany: http://careers.roche.com/germany/de/impressum.html",0,0,44614,https://www.facebook.com/RocheCareers/,"Location[city=Basel country=Switzerland latitude=47.55901 locatedIn=null longitude=7.60684 name=null region=null state=null street=Grenzacherstrasse zip=null]",NULL,"ABBREVRoche plays a pioneering role in healthcare. As an innovator of products and services for the early detection, prevention, diagnosis and treatment of diseases, we contribute on a broad range of fronts to improving people's health and quality of l...",NULL,Roche,NULL,"ABBREVHeadquartered in Basel, Switzerland, Roche is a leader in research-focused healthcare with combined strengths in pharmaceuticals and diagnostics. Roche is the world’s largest biotech company, with truly differentiated medicines in oncology, immun...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,PLACE,NULL,"ABBREVRoche is the world leader in in-vitro diagnostics and drugs for:

- cancer,
- transplantation,

and active in other major therapeutic areas with a high medical need such as:

- autoimmune diseases,
- inflammatory diseases,
- virology,
- metabolic...",NULL,null,null,"Grenzacherstrasse, Basel, Switzerland",com.restfb.types.Page$PageStartDate@1c879716,Founded,NULL,NULL,1117,0,RocheCareers,not_verified,0,com.restfb.types.Page$VoipInfo@a192760,http://www.roche.com,115,"1895-12-31 16:22:18"
118,"One of the nation's premier planning and design consulting firms.",NULL,0,NULL,NULL,NULL,NULL,1,Engineering/Construction,0,0,"Kimley-Horn and Associates",null,NULL,NULL,"ABBREVKimley-Horn is one of the nation’s premier planning and design consulting firms. With over 2,500 staff members in more than 80 offices, the firm offers full services in a wide range of disciplines: transportation, transit, technology, roadway and...",NULL,NULL,NULL,204703769542227,NULL,1967,NULL,NULL,,https://www.facebook.com/KimleyHorn,NULL,null,NULL,0,0,1859,https://www.facebook.com/KimleyHorn/,null,NULL,"Our core values:
Honesty, integrity, and ethics
Exceptional client service
High expectations
Sharing and caring
Sustained profitability",NULL,Kimley-Horn,NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,"(919) 677-2000",NULL,NULL,NULL,NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@62b8de3c,Unspecified,NULL,NULL,47,0,KimleyHorn,not_verified,0,com.restfb.types.Page$VoipInfo@723937c2,"http://www.kimley-horn.com ",0,"1966-12-31 16:22:19"
119,"Every day over 80,000 Mars Associates worldwide are putting our Principles into action to make a difference for people and the planet: http://mars.com/",NULL,0,NULL,NULL,NULL,NULL,1,Company,0,0,Mars,null,NULL,NULL,"ABBREVThe Five Principles of Mars have kept us true to ourselves and to our commitment to treat others in ways that are consistent with those values. Having stood the test of time, these principles will continue, keeping us free to move quickly and pla...","McLean, Virginia",NULL,NULL,211095382256023,NULL,1911,NULL,NULL,,https://www.facebook.com/Mars?fref=ts,302223413320931,null,"ABBREVMARS FACEBOOK TERMS OF USE 

Welcome to the Mars, Incorporated Page on Facebook. We’re glad you are here and encourage you to share your comments, photos and videos. 

We look forward to engaging with you but ask that you respect other visitors b...",0,0,113588,https://www.facebook.com/Mars/,"Location[city=McLean country=United States latitude=null locatedIn=null longitude=null name=null region=null state=VA street=null zip=null]",NULL,"Our objective as a company is to create a mutuality of benefits for all of our stakeholders through our operations. We strive to do this by putting our Principles into action every day to make a difference to people and the planet through our performance.",NULL,"Mars, Incorporated",NULL,"ABBREVIn 1911, Frank C. Mars made the first Mars candies in his Tacoma, Washington kitchen and established Mars’ first roots as a confectionery company.  In the 1920s, Forrest E. Mars, Sr. joined his father in business and together they launched the MI...",NULL,NULL,null,0,NULL,NULL,NULL,"1 973 691 3536",NULL,NULL,"ABBREVMars brands include: Petcare – PEDIGREE®, ROYAL CANIN®, WHISKAS®, BANFIELD® Pet Hospital, CESAR®, SHEBA®, DREAMIES® and NUTRO®; Chocolate – M&M’S®, SNICKERS®, DOVE®, GALAXY®, MARS®, MILKY WAY® and TWIX®; Wrigley – DOUBLEMINT®, EXTRA®, ORBIT® and ...",NULL,null,null,"McLean, Virginia",com.restfb.types.Page$PageStartDate@24f7eb02,Founded,NULL,NULL,1251,0,Mars,blue_verified,1,com.restfb.types.Page$VoipInfo@76107269,http://www.mars.com,0,"1910-12-31 16:22:19"
120,"Discovery Communications is the leader in global entertainment reaching 3 billion cumulative subscribers in more than 220 countries & territories.",NULL,0,NULL,NULL,NULL,NULL,1,Company,7260,0,"Discovery Communications",null,NULL,NULL,"ABBREVCommunity Policy:

Visitors to the Discovery Communications Facebook page are encouraged to engage with us and each other; however, Discovery Communications reserves the right to remove comments or posts, without notice, that are:

*Commercial pr...","1 Discovery Pl・Silver Spring, Maryland・7,260 people checked in here",NULL,NULL,153549641890,NULL,1985,NULL,NULL,,https://www.facebook.com/DiscoveryComm?fref=ts,NULL,null,NULL,0,0,130109,https://www.facebook.com/DiscoveryComm/,"Location[city=Silver Spring country=United States latitude=38.995069243382 locatedIn=null longitude=-77.027807889041 name=null region=null state=MD street=1 Discovery Pl zip=20910]",NULL,NULL,NULL,"Discovery Communications",NULL,"ABBREVDiscovery Communications (Nasdaq: DISCA, DISCB, DISCK) is the world’s leading independent programmer reaching 3 billion cumulative subscribers in more than 220 countries and territories. Discovery is dedicated to satisfying curiosity, engaging an...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,PLACE,NULL,NULL,NULL,null,null,"1 Discovery Pl, Silver Spring, Maryland 20910",com.restfb.types.Page$PageStartDate@1849c122,Founded,NULL,NULL,206,0,DiscoveryComm,not_verified,0,com.restfb.types.Page$VoipInfo@7d0f51d5,http://blog.discoverycommunications.com,0,"1984-12-31 16:22:20"
121,NULL,NULL,0,NULL,NULL,NULL,NULL,1,Organization,0,1,"Arnold & Porter",null,NULL,NULL,"ABBREVArnold & Porter LLP is an international law firm based in Washington, D.C. Arnold & Porter is well known for its trial, corporate, and antitrust work, and for its pro bono commitments. Founded in 1946, it is one of the largest law firms in the wo...",NULL,NULL,NULL,109389692412823,NULL,NULL,NULL,NULL,,https://www.facebook.com/pages/Arnold-Porter/109389692412823,NULL,null,NULL,0,0,192,https://www.facebook.com/pages/Arnold-Porter/109389692412823,null,NULL,NULL,NULL,"Arnold & Porter",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,null,Unspecified,NULL,NULL,0,1,NULL,not_verified,0,com.restfb.types.Page$VoipInfo@114bf432,http://www.arnoldporter.com/,0,NULL
122,"The Official Sheetz Facebook Page... Feel the Love!",NULL,0,NULL,NULL,NULL,NULL,1,Food/Beverages,300676,0,Sheetz,null,NULL,NULL,"ABBREVHey Sheetz Freakz! Welcome to the party.

As your host, we have a few house rules that help us maintain a fun environment for our fans:

- We love hearing from you! Send us your questions, photos, and feedback. We will do our very best to reply a...","5700 6th Ave・Altoona, Pennsylvania・300,676 people checked in here",NULL,NULL,21120170500,NULL,1952,NULL,NULL,,https://www.facebook.com/sheetz?fref=ts,NULL,null,NULL,0,0,1291605,https://www.facebook.com/sheetz/,"Location[city=Altoona country=United States latitude=40.4728959 locatedIn=null longitude=-78.4246529 name=null region=null state=PA street=5700 6th Ave zip=16602]",NULL,"To provide fast, friendly service and quality products in clean and convenient locations.",NULL,Sheetz,NULL,"ABBREVSheetz is about providing kicked-up convenience while being more than just a convenience store. Sheetz is a mecca for people on the go. If you need to refuel your car or refresh your body, we have what you need to keep you moving on to whatever c...",NULL,NULL,null,0,NULL,NULL,NULL,"(800) 487-5444",PLACE,NULL,"Award-winning Made-To-Order Foods
Espresso Bar with Made-To-Order Specialty Coffeez®
Quality Gasoline at Low Prices
",NULL,null,null,"5700 6th Ave, Altoona, Pennsylvania 16602",com.restfb.types.Page$PageStartDate@31cdec98,Founded,NULL,NULL,20097,0,sheetz,blue_verified,1,com.restfb.types.Page$VoipInfo@1e0431ff,http://www.sheetz.com,300676,"1951-12-31 16:22:21"
123,"Join an award winning company!
The Cheesecake Factory - one of Fortune Magazine's Top 100 employers now hiring!",NULL,0,NULL,NULL,NULL,NULL,1,Food/Beverages,0,0,"The Cheesecake Factory",null,NULL,NULL,"ABBREVThe Cheesecake Factory story begins in Detroit, Michigan in the 1940’s. Evelyn Overton found a recipe in the local newspaper that would inspire her “Original” Cheesecake. Everyone loved her recipe so much that she decided to open a small Cheeseca...",NULL,NULL,NULL,341861972627674,NULL,NULL,NULL,NULL,,https://www.facebook.com/cheesecakefactorycareers?fref=ts,NULL,null,NULL,0,0,9486,https://www.facebook.com/cheesecakefactorycareers/,null,NULL,NULL,NULL,"Cheesecake Factory Careers",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,null,Unspecified,NULL,NULL,107,0,cheesecakefactorycareers,not_verified,0,com.restfb.types.Page$VoipInfo@15832c12,http://www.cakecareers.com,0,NULL
124,NULL,NULL,0,NULL,NULL,NULL,NULL,1,"Local Business",0,1,"Hyland Software",null,NULL,NULL,"ABBREVHyland Software Inc. is the developer of the enterprise content management (ECM) and process management software suite called OnBase. Applications of the suite are used in healthcare, financial institutions, insurance, government, higher educatio...",NULL,NULL,NULL,107824305912670,NULL,NULL,NULL,NULL,,https://www.facebook.com/pages/Hyland-Software/107824305912670?fref=ts,NULL,null,NULL,0,0,691,https://www.facebook.com/pages/Hyland-Software/107824305912670,null,NULL,NULL,NULL,"Hyland Software",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,null,Unspecified,NULL,NULL,0,1,NULL,not_verified,0,com.restfb.types.Page$VoipInfo@18b462ec,http://www.OnBase.com/,0,NULL
125,"YOU'LL play a part in HYATT Hospitality.  As a passionate member of the Hyatt team, you'll play an important role in extending the world's most generous welcome.",NULL,0,NULL,NULL,NULL,NULL,1,Travel/Leisure,0,0,"Hyatt Hotels",null,NULL,NULL,NULL,NULL,NULL,NULL,26114710769,NULL,"1957 ",NULL,NULL,,https://www.facebook.com/hyattcareers?fref=ts,NULL,null,NULL,0,0,97253,https://www.facebook.com/hyattcareers/,null,NULL,"ABBREVWe provide authentic hospitality.
We make a difference in the lives of those we 'touch' everyday -- that is our definition of hospitality.  We do this in an environment that respects all people and all ideas.  We do it in an efficient way that le...",NULL,"Hyatt Hotels and Resorts Careers",NULL,"ABBREVWe are a global hospitality company with widely recognized, industry leading brands and a tradition of innovation developed over our more than fifty-year history.  Our mission is to provide authentic hospitality by making a difference in the live...",NULL,NULL,null,0,NULL,NULL,NULL,<<not-applicable>>,NULL,NULL,"Hospitality:  Hotels, Resorts and Vacation Ownership",NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@fc1ff95,Founded,NULL,NULL,470,0,hyattcareers,not_verified,0,com.restfb.types.Page$VoipInfo@58707bf9,"http://www.Hyatt.jobs http://www.twitter.com/hyattcareers http://www.youtube.com/user/hyattcareers http://hyatt.jobs/blog http://www.linkedin.com/groups?home=&gid=2079463",0,"1956-12-31 16:22:22"
126,"What began in 1884 with two hardworking brothers has grown into a Fortune 500 construction, mining and engineering powerhouse.",NULL,0,NULL,NULL,NULL,NULL,1,Company,217,0,"Kiewit Corporation",null,NULL,NULL,"ABBREVWhat began with two brothers and a dream has grown — nearly 130 years later — into one of the largest construction companies in North America. Throughout Kiewit’s history, we’ve built roads that connect the world, dug canals to carry water to thi...","217 people checked in here",NULL,NULL,210762462323361,NULL,1884,NULL,NULL,,https://www.facebook.com/kiewit,NULL,null,NULL,0,0,17734,https://www.facebook.com/kiewit/,null,NULL,NULL,NULL,"Kiewit Corporation",NULL,"ABBREVKiewit’s ethical, forward-thinking workforce continues to build upon the company’s reputation of safe, high-quality engineering. Consistently ranked among the top five of the Engineering News-Record Top 400 Contractors, our company is a leader in...",NULL,NULL,null,0,NULL,NULL,NULL,"(402) 342-2052",NULL,NULL,NULL,NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@1433d050,Unspecified,NULL,NULL,130,0,kiewit,not_verified,0,com.restfb.types.Page$VoipInfo@6e808495,http://www.kiewit.com,0,"1883-12-31 16:22:23"
